ujnik1,18.16, czujnik2,15.95, czujnik3,16.14
czujnik1,38.59, czujnik2,18.42, czujnik3,16.07
czujnik1,38.86, czujnik2,17.60, czujnik3,15.66
czujnik1,38.59, czujnik2,16.77, czujnik3,15.66
czujnik1,38.96, czujnik2,17.19, czujnik3,15.66
czujnik1,39.01, czujnik2,17.14, czujnik3,15.66
czujnik1,38.88, czujnik2,17.53, czujnik3,15.66
czujnik1,38.95, czujnik2,16.73, czujnik3,15.66
czujnik1,20.26, czujnik2,16.73, czujnik3,15.66
czujnik1,20.65, czujnik2,16.77, czujnik3,16.09
czujnik1,38.08, czujnik2,16.73, czujnik3,16.02
czujnik1,38.61, czujnik2,19.29, czujnik3,16.04
czujnik1,39.01, czujnik2,17.19, czujnik3,15.61
czujnik1,38.61, czujnik2,18.06, czujnik3,16.09
czujnik1,38.45, czujnik2,18.88, czujnik3,16.07
czujnik1,38.57, czujnik2,18.45, czujnik3,16.07
czujnik1,25.61, czujnik2,17.19, czujnik3,16.09
czujnik1,38.55, czujnik2,17.19, czujnik3,15.66
czujnik1,38.88, czujnik2,18.01, czujnik3,15.71
czujnik1,25.15, czujnik2,17.60, czujnik3,15.71
czujnik1,26.94, czujnik2,17.62, czujnik3,15.71
czujnik1,39.01, czujnik2,16.79, czujnik3,15.71
czujnik1,27.24, czujnik2,16.73, czujnik3,15.26
czujnik1,25.97, czujnik2,17.60, czujnik3,15.66
czujnik1,38.98, czujnik2,17.16, czujnik3,15.26
czujnik1,38.59, czujnik2,17.59, czujnik3,15.26
czujnik1,24.34, czujnik2,17.19, czujnik3,15.73
czujnik1,23.62, czujnik2,16.73, czujnik3,15.29
czujnik1,24.00, czujnik2,17.19, czujnik3,15.26
czujnik1,24.39, czujnik2,16.73, czujnik3,15.71
czujnik1,38.89, czujnik2,16.79, czujnik3,15.71
czujnik1,22.33, czujnik2,17.19, czujnik3,15.34
czujnik1,21.07, czujnik2,17.19, czujnik3,15.73
czujnik1,22.33, czujnik2,16.79, czujnik3,15.71
czujnik1,20.54, czujnik2,17.18, czujnik3,15.73
czujnik1,24.76, czujnik2,17.60, czujnik3,15.36
czujnik1,23.57, czujnik2,16.33, czujnik3,15.31
czujnik1,21.51, czujnik2,17.19, czujnik3,15.71
czujnik1,38.91, czujnik2,17.60, czujnik3,15.65
czujnik1,38.98, czujnik2,17.18, czujnik3,15.66
czujnik1,38.55, czujnik2,17.19, czujnik3,16.11
czujnik1,38.59, czujnik2,17.55, czujnik3,15.66
czujnik1,38.88, czujnik2,18.44, czujnik3,15.66
czujnik1,38.57, czujnik2,17.62, czujnik3,15.66
czujnik1,38.96, czujnik2,17.55, czujnik3,15.66
czujnik1,38.57, czujnik2,17.14, czujnik3,15.68
czujnik1,38.47, czujnik2,19.29, czujnik3,15.66
czujnik1,38.57, czujnik2,18.83, czujnik3,15.66
czujnik1,38.61, czujnik2,17.18, czujnik3,15.73
czujnik1,38.55, czujnik2,17.19, czujnik3,15.31
czujnik1,38.50, czujnik2,17.18, czujnik3,15.31
czujnik1,39.01, czujnik2,17.19, czujnik3,15.32
czujnik1,38.59, czujnik2,17.18, czujnik3,15.31

