zujnik1,39.90, czujnik2,39.63, czujnik3,4.32
czujnik1,39.64, czujnik2,39.22, czujnik3,4.63
czujnik1,39.63, czujnik2,39.18, czujnik3,5.14
czujnik1,39.95, czujnik2,40.56, czujnik3,4.73
czujnik1,39.66, czujnik2,39.57, czujnik3,4.73
czujnik1,40.03, czujnik2,39.68, czujnik3,4.61
czujnik1,40.02, czujnik2,41.00, czujnik3,4.73
czujnik1,39.13, czujnik2,40.48, czujnik3,4.73
czujnik1,39.20, czujnik2,39.13, czujnik3,4.63
czujnik1,40.03, czujnik2,40.10, czujnik3,4.73
czujnik1,39.51, czujnik2,41.02, czujnik3,4.73
czujnik1,39.97, czujnik2,40.44, czujnik3,4.73
czujnik1,39.63, czujnik2,39.68, czujnik3,5.49
czujnik1,40.05, czujnik2,39.63, czujnik3,4.32
czujnik1,39.51, czujnik2,40.14, czujnik3,4.32
czujnik1,40.02, czujnik2,39.56, czujnik3,4.73
czujnik1,40.88, czujnik2,39.68, czujnik3,5.09
czujnik1,40.03, czujnik2,39.22, czujnik3,4.73
czujnik1,39.93, czujnik2,39.22, czujnik3,4.73
czujnik1,40.03, czujnik2,39.98, czujnik3,4.73
czujnik1,40.05, czujnik2,40.58, czujnik3,4.63
czujnik1,40.09, czujnik2,40.09, czujnik3,5.60
czujnik1,39.91, czujnik2,39.22, czujnik3,4.73
czujnik1,40.05, czujnik2,39.12, czujnik3,4.71
czujnik1,39.61, czujnik2,39.68, czujnik3,5.09
czujnik1,39.97, czujnik2,40.58, czujnik3,5.60
czujnik1,39.52, czujnik2,39.56, czujnik3,4.73
czujnik1,39.64, czujnik2,40.48, czujnik3,5.09
czujnik1,39.98, czujnik2,39.68, czujnik3,5.19
czujnik1,39.97, czujnik2,40.10, czujnik3,4.32
czujnik1,40.02, czujnik2,39.57, czujnik3,5.19
czujnik1,40.46, czujnik2,40.09, czujnik3,5.49
czujnik1,40.49, czujnik2,39.22, czujnik3,4.32
czujnik1,39.51, czujnik2,39.64, czujnik3,4.32
czujnik1,39.63, czujnik2,40.02, czujnik3,4.30
czujnik1,40.09, czujnik2,39.63, czujnik3,5.09
