ujnik3,38.37, czujnik2,28.69, czujnik3,31.68
czujnik1,28.32, czujnik2,30.36, czujnik3,37.64
czujnik1,28.71, czujnik2,38.44, czujnik3,37.52
czujnik1,30.44, czujnik2,29.88, czujnik3,30.32
czujnik1,38.21, czujnik2,30.36, czujnik3,29.86
czujnik1,38.74, czujnik2,37.86, czujnik3,29.12
czujnik1,38.40, czujnik2,37.62, czujnik3,30.75
czujnik1,37.53, czujnik2,37.57, czujnik3,30.80
czujnik1,27.76, czujnik2,38.40, czujnik3,30.88
czujnik1,29.03, czujnik2,38.76, czujnik3,30.19
czujnik1,37.59, czujnik2,37.99, czujnik3,30.94
czujnik1,28.27, czujnik2,38.44, czujnik3,30.95
czujnik1,30.31, czujnik2,38.84, czujnik3,30.53
czujnik1,28.61, czujnik2,37.91, czujnik3,31.00
czujnik1,29.44, czujnik2,37.55, czujnik3,29.98
czujnik1,27.86, czujnik2,38.42, czujnik3,30.85
czujnik1,37.86, czujnik2,38.01, czujnik3,30.78
czujnik1,37.94, czujnik2,37.45, czujnik3,30.85
czujnik1,37.96, czujnik2,37.98, czujnik3,30.75
czujnik1,38.78, czujnik2,38.47, czujnik3,29.86
czujnik1,38.25, czujnik2,38.06, czujnik3,29.01
czujnik1,38.40, czujnik2,37.48, czujnik3,29.98
czujnik1,38.40, czujnik2,37.96, czujnik3,29.00
czujnik1,37.94, czujnik2,38.49, czujnik3,29.05
czujnik1,37.82, czujnik2,37.99, czujnik3,29.49
czujnik1,38.40, czujnik2,37.94, czujnik3,30.49
czujnik1,30.26, czujnik2,38.01, czujnik3,30.39
czujnik1,38.81, czujnik2,38.01, czujnik3,29.51
czujnik1,37.84, czujnik2,37.99, czujnik3,29.51
czujnik1,38.81, czujnik2,37.84, czujnik3,29.63
czujnik1,38.83, czujnik2,37.98, czujnik3,29.98
czujnik1,37.52, czujnik2,38.01, czujnik3,30.37
czujnik1,38.25, czujnik2,38.47, czujnik3,29.05
czujnik1,38.30, czujnik2,38.32, czujnik3,29.17
czujnik1,38.84, czujnik2,38.40, czujnik3,29.95
czujnik1,38.35, czujnik2,38.47, czujnik3,30.02
czujnik1,37.84, czujnik2,38.47, czujnik3,30.39
czujnik1,38.37, czujnik2,38.38, czujnik3,30.56
czujnik1,37.55, czujnik2,37.96, czujnik3,29.56
czujnik1,38.40, czujnik2,38.52, czujnik3,29.98
czujnik1,37.86, czujnik2,37.99, czujnik3,30.03
czujnik1,38.83, czujnik2,31.19, czujnik3,30.03
czujnik1,39.61, czujnik2,38.47, czujnik3,29.10
czujnik1,38.38, czujnik2,38.01, czujnik3,29.98
czujnik1,39.12, czujnik2,38.45, czujnik3,29.52
czujnik1,37.94, czujnik2,38.33, czujnik3,30.09
czujnik1,38.35, czujnik2,38.40, czujnik3,29.56
czujnik1,37.93, czujnik2,38.88, czujnik3,29.97
czujnik1,37.84, czujnik2,29.20, czujnik3,29.52
czujnik1,37.50, czujnik2,38.35, czujnik3,29.63
czujnik1,38.81, czujnik2,32.70, czujnik3,29.51
czujnik1,38.81, czujnik2,30.31, czujnik3,31.63
czujnik1,38.64, czujnik2,38.04, czujnik3,29.49
