jnik1,27.21, czujnik2,30.19, czujnik3,38.01
czujnik1,25.61, czujnik2,30.24, czujnik3,29.73
czujnik1,25.63, czujnik2,29.30, czujnik3,36.79
czujnik1,24.86, czujnik2,29.29, czujnik3,36.73
czujnik1,25.73, czujnik2,29.29, czujnik3,29.27
czujnik1,25.17, czujnik2,30.22, czujnik3,30.54
czujnik1,24.76, czujnik2,29.29, czujnik3,30.24
czujnik1,25.31, czujnik2,29.66, czujnik3,30.09
czujnik1,24.86, czujnik2,29.27, czujnik3,30.54
czujnik1,25.17, czujnik2,30.22, czujnik3,29.25
czujnik1,25.61, czujnik2,29.71, czujnik3,29.83
czujnik1,24.86, czujnik2,30.95, czujnik3,29.73
czujnik1,26.16, czujnik2,36.72, czujnik3,36.73
czujnik1,25.22, czujnik2,37.13, czujnik3,36.73
czujnik1,24.76, czujnik2,37.91, czujnik3,37.60
czujnik1,24.90, czujnik2,38.47, czujnik3,37.50
czujnik1,24.86, czujnik2,37.13, czujnik3,36.73
czujnik1,24.81, czujnik2,37.13, czujnik3,36.73
czujnik1,24.80, czujnik2,30.99, czujnik3,29.83
czujnik1,24.49, czujnik2,38.01, czujnik3,36.75
czujnik1,25.34, czujnik2,37.13, czujnik3,37.18
czujnik1,25.20, czujnik2,36.72, czujnik3,37.14
czujnik1,24.80, czujnik2,37.45, czujnik3,37.19
czujnik1,25.32, czujnik2,37.13, czujnik3,30.14
czujnik1,25.32, czujnik2,37.07, czujnik3,37.13
czujnik1,25.22, czujnik2,38.45, czujnik3,37.14
czujnik1,24.76, czujnik2,37.45, czujnik3,36.77
czujnik1,25.32, czujnik2,37.55, czujnik3,36.77
czujnik1,24.91, czujnik2,37.14, czujnik3,37.19
czujnik1,25.22, czujnik2,38.01, czujnik3,36.72
czujnik1,25.20, czujnik2,37.45, czujnik3,36.72
czujnik1,25.31, czujnik2,37.99, czujnik3,37.09
czujnik1,25.32, czujnik2,37.11, czujnik3,37.18
czujnik1,24.76, czujnik2,37.55, czujnik3,37.14
czujnik1,24.76, czujnik2,37.01, czujnik3,30.24
czujnik1,24.90, czujnik2,37.13, czujnik3,29.29
czujnik1,24.90, czujnik2,37.55, czujnik3,30.99
czujnik1,25.20, czujnik2,38.01, czujnik3,29.68
czujnik1,25.22, czujnik2,37.06, czujnik3,32.26
czujnik1,24.90, czujnik2,37.60, czujnik3,31.46
czujnik1,24.90, czujnik2,37.60, czujnik3,29.35
czujnik1,24.81, czujnik2,37.59, czujnik3,30.60
czujnik1,25.22, czujnik2,37.07, czujnik3,30.70
czujnik1,25.31, czujnik2,37.13, czujnik3,28.91
czujnik1,24.90, czujnik2,38.04, czujnik3,28.96
