1,13.88, czujnik2,14.64, czujnik3,42.19
czujnik1,13.47, czujnik2,14.66, czujnik3,41.75
czujnik1,13.57, czujnik2,15.17, czujnik3,41.73
czujnik1,13.47, czujnik2,14.44, czujnik3,41.89
czujnik1,13.47, czujnik2,14.69, czujnik3,41.85
czujnik1,13.47, czujnik2,14.71, czujnik3,41.77
czujnik1,13.57, czujnik2,14.32, czujnik3,19.10
czujnik1,13.88, czujnik2,15.22, czujnik3,41.85
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,20.43
czujnik1,13.88, czujnik2,14.42, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,41.36
czujnik1,13.57, czujnik2,14.64, czujnik3,41.77
czujnik1,13.88, czujnik2,14.74, czujnik3,41.87
czujnik1,13.47, czujnik2,14.71, czujnik3,41.85
czujnik1,13.88, czujnik2,14.64, czujnik3,24.17
czujnik1,13.57, czujnik2,14.69, czujnik3,41.38
czujnik1,13.47, czujnik2,14.71, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.38
czujnik1,13.98, czujnik2,15.10, czujnik3,26.26
czujnik1,13.47, czujnik2,14.42, czujnik3,41.89
czujnik1,13.47, czujnik2,14.69, czujnik3,42.30
czujnik1,13.88, czujnik2,14.61, czujnik3,41.36
czujnik1,13.98, czujnik2,14.64, czujnik3,22.59
czujnik1,13.45, czujnik2,15.20, czujnik3,28.04
czujnik1,13.88, czujnik2,14.64, czujnik3,41.84
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,42.18
czujnik1,13.88, czujnik2,14.74, czujnik3,42.30
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.79
czujnik1,13.98, czujnik2,15.10, czujnik3,41.79
czujnik1,13.88, czujnik2,14.74, czujnik3,41.50
czujnik1,13.47, czujnik2,15.10, czujnik3,41.87
czujnik1,13.86, czujnik2,14.69, czujnik3,41.39
czujnik1,13.98, czujnik2,14.34, czujnik3,41.77
czujnik1,13.47, czujnik2,14.71, czujnik3,42.24
czujnik1,13.88, czujnik2,14.66, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,41.79
czujnik1,13.98, czujnik2,15.12, czujnik3,41.36
czujnik1,13.88, czujnik2,14.76, czujnik3,41.46
czujnik1,13.88, czujnik2,14.69, czujnik3,41.87
czujnik1,13.88, czujnik2,15.10, czujnik3,41.38
czujnik1,13.57, czujnik2,14.64, czujnik3,41.38
czujnik1,13.47, czujnik2,14.74, czujnik3,19.10
czujnik1,13.47, czujnik2,14.69, czujnik3,42.30
czujnik1,13.88, czujnik2,15.10, czujnik3,41.38
czujnik1,13.98, czujnik2,15.15, czujnik3,41.75
czujnik1,13.88, czujnik2,14.74, czujnik3,19.56
czujnik1,13.88, czujnik2,15.10, czujnik3,18.69
czujnik1,13.47, czujnik2,14.64, czujnik3,41.79
czujnik1,13.57, czujnik2,14.64, czujnik3,41.39
czujnik1,13.47, czujnik2,14.78, czujnik3,41.50
czujnik1,13.47, czujnik2,14.64, czujnik3,42.67
czujnik1,13.45, czujnik2,14.64, czujnik3,41.39
czujnik1,13.98, czujnik2,14.64, czujnik3,42.16
czujnik1,13.47, czujnik2,14.74, czujnik3,41.50
czujnik1,13.88, czujnik2,15.15, czujnik3,41.85
czujnik1,13.88, czujnik2,14.64, czujnik3,41.77
czujnik1,13.57, czujnik2,15.12, czujnik3,41.77
czujnik1,13.89, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.69, czujnik3,41.45
czujnik1,13.88, czujnik2,14.32, czujnik3,19.52
czujnik1,13.96, czujnik2,15.12, czujnik3,41.38
czujnik1,13.45, czujnik2,14.80, czujnik3,41.87
czujnik1,13.45, czujnik2,14.66, czujnik3,22.99
czujnik1,13.47, czujnik2,14.64, czujnik3,41.79
czujnik1,14.03, czujnik2,14.64, czujnik3,41.77
czujnik1,13.47, czujnik2,14.74, czujnik3,42.24
czujnik1,13.88, czujnik2,14.32, czujnik3,42.24
czujnik1,13.88, czujnik2,15.12, czujnik3,41.77
czujnik1,13.55, czujnik2,14.64, czujnik3,42.16
czujnik1,13.47, czujnik2,15.20, czujnik3,42.28
czujnik1,13.47, czujnik2,14.64, czujnik3,41.50
czujnik1,13.47, czujnik2,15.10, czujnik3,41.79
czujnik1,13.96, czujnik2,15.10, czujnik3,41.39
czujnik1,13.88, czujnik2,14.74, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.87
czujnik1,13.47, czujnik2,14.69, czujnik3,19.10
czujnik1,13.57, czujnik2,15.10, czujnik3,41.73
czujnik1,13.88, czujnik2,15.20, czujnik3,41.87
czujnik1,13.47, czujnik2,14.32, czujnik3,41.48
czujnik1,13.88, czujnik2,15.10, czujnik3,18.23
czujnik1,14.01, czujnik2,14.69, czujnik3,42.19
czujnik1,13.47, czujnik2,14.74, czujnik3,41.82
czujnik1,13.91, czujnik2,14.69, czujnik3,41.90
czujnik1,13.88, czujnik2,14.66, czujnik3,19.56
czujnik1,13.98, czujnik2,14.69, czujnik3,41.79
czujnik1,13.88, czujnik2,14.76, czujnik3,41.84
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,41.38
czujnik1,14.03, czujnik2,14.64, czujnik3,23.83
czujnik1,13.47, czujnik2,14.42, czujnik3,42.28
czujnik1,13.88, czujnik2,15.10, czujnik3,41.48
czujnik1,13.88, czujnik2,14.66, czujnik3,41.77
czujnik1,13.57, czujnik2,14.66, czujnik3,41.77
czujnik1,13.88, czujnik2,14.74, czujnik3,41.50
czujnik1,13.88, czujnik2,14.69, czujnik3,42.24
czujnik1,13.47, czujnik2,14.64, czujnik3,41.41
czujnik1,13.57, czujnik2,14.64, czujnik3,41.77
czujnik1,13.88, czujnik2,14.42, czujnik3,18.64
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.69, czujnik3,41.79
czujnik1,13.55, czujnik2,14.64, czujnik3,41.36
czujnik1,13.47, czujnik2,14.78, czujnik3,41.87
czujnik1,13.47, czujnik2,15.10, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.57, czujnik2,14.69, czujnik3,26.68
czujnik1,13.47, czujnik2,15.20, czujnik3,42.30
czujnik1,13.88, czujnik2,14.64, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,41.36
czujnik1,13.57, czujnik2,15.15, czujnik3,41.36
czujnik1,13.88, czujnik2,14.42, czujnik3,42.28
czujnik1,13.47, czujnik2,14.64, czujnik3,41.48
czujnik1,13.93, czujnik2,15.10, czujnik3,24.15
czujnik1,13.57, czujnik2,14.64, czujnik3,41.77
czujnik1,13.88, czujnik2,14.76, czujnik3,18.64
czujnik1,13.47, czujnik2,14.64, czujnik3,41.46
czujnik1,13.45, czujnik2,14.32, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.75
czujnik1,13.47, czujnik2,15.22, czujnik3,22.53
czujnik1,13.45, czujnik2,15.10, czujnik3,41.50
czujnik1,13.47, czujnik2,15.10, czujnik3,41.38
czujnik1,14.01, czujnik2,15.15, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,42.69
czujnik1,13.47, czujnik2,14.32, czujnik3,23.76
czujnik1,13.57, czujnik2,14.64, czujnik3,41.77
czujnik1,13.88, czujnik2,14.80, czujnik3,42.28
czujnik1,13.47, czujnik2,14.71, czujnik3,41.48
czujnik1,13.86, czujnik2,14.64, czujnik3,42.18
czujnik1,13.57, czujnik2,14.69, czujnik3,41.36
czujnik1,13.88, czujnik2,14.76, czujnik3,41.46
czujnik1,13.88, czujnik2,15.15, czujnik3,41.46
czujnik1,13.88, czujnik2,15.10, czujnik3,41.38
czujnik1,13.98, czujnik2,14.64, czujnik3,41.38
czujnik1,13.88, czujnik2,14.76, czujnik3,41.90
czujnik1,13.47, czujnik2,14.69, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,41.39
czujnik1,13.57, czujnik2,15.15, czujnik3,41.77
czujnik1,13.47, czujnik2,14.80, czujnik3,41.90
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.86, czujnik2,14.69, czujnik3,41.36
czujnik1,13.98, czujnik2,14.66, czujnik3,19.97
czujnik1,13.88, czujnik2,14.42, czujnik3,41.87
czujnik1,13.88, czujnik2,14.69, czujnik3,41.85
czujnik1,13.86, czujnik2,15.10, czujnik3,18.25
czujnik1,13.98, czujnik2,14.66, czujnik3,41.77
czujnik1,13.93, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,14.69, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,42.18
czujnik1,13.57, czujnik2,14.69, czujnik3,41.77
czujnik1,13.47, czujnik2,14.76, czujnik3,41.46
czujnik1,13.47, czujnik2,14.69, czujnik3,41.46
czujnik1,13.47, czujnik2,14.68, czujnik3,41.75
czujnik1,14.03, czujnik2,14.69, czujnik3,42.16
czujnik1,13.88, czujnik2,14.80, czujnik3,42.28
czujnik1,13.47, czujnik2,14.63, czujnik3,42.30
czujnik1,13.88, czujnik2,14.66, czujnik3,41.79
czujnik1,14.03, czujnik2,14.64, czujnik3,41.36
czujnik1,13.93, czujnik2,14.80, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.89
czujnik1,13.89, czujnik2,14.69, czujnik3,41.79
czujnik1,13.57, czujnik2,14.66, czujnik3,41.36
czujnik1,13.88, czujnik2,15.22, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,41.50
czujnik1,13.89, czujnik2,15.17, czujnik3,41.38
czujnik1,13.57, czujnik2,14.71, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.47, czujnik2,14.66, czujnik3,41.89
czujnik1,13.88, czujnik2,14.69, czujnik3,27.94
czujnik1,13.98, czujnik2,15.12, czujnik3,41.41
czujnik1,13.47, czujnik2,14.76, czujnik3,41.48
czujnik1,13.88, czujnik2,14.61, czujnik3,42.70
czujnik1,13.88, czujnik2,15.12, czujnik3,41.38
czujnik1,13.57, czujnik2,14.66, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.89
czujnik1,13.88, czujnik2,14.66, czujnik3,41.46
czujnik1,13.47, czujnik2,14.66, czujnik3,41.36
czujnik1,13.57, czujnik2,14.71, czujnik3,23.84
czujnik1,13.88, czujnik2,14.76, czujnik3,41.87
czujnik1,13.93, czujnik2,14.66, czujnik3,41.90
czujnik1,13.88, czujnik2,14.66, czujnik3,41.38
czujnik1,13.98, czujnik2,14.71, czujnik3,41.36
czujnik1,13.88, czujnik2,14.42, czujnik3,41.50
czujnik1,13.88, czujnik2,14.66, czujnik3,41.46
czujnik1,13.88, czujnik2,14.34, czujnik3,41.36
czujnik1,13.98, czujnik2,14.71, czujnik3,41.79
czujnik1,13.88, czujnik2,14.76, czujnik3,41.50
czujnik1,13.47, czujnik2,15.17, czujnik3,41.50
czujnik1,13.47, czujnik2,14.64, czujnik3,22.48
czujnik1,13.98, czujnik2,14.64, czujnik3,18.69
czujnik1,13.88, czujnik2,14.80, czujnik3,41.87
czujnik1,13.88, czujnik2,15.15, czujnik3,41.48
czujnik1,13.88, czujnik2,15.12, czujnik3,41.77
czujnik1,13.98, czujnik2,15.15, czujnik3,41.77
czujnik1,13.88, czujnik2,15.22, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.38
czujnik1,13.57, czujnik2,14.66, czujnik3,41.77
czujnik1,13.47, czujnik2,14.80, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,25.09
czujnik1,13.93, czujnik2,14.64, czujnik3,42.18
czujnik1,13.98, czujnik2,15.14, czujnik3,41.77
czujnik1,13.88, czujnik2,14.80, czujnik3,41.48
czujnik1,13.47, czujnik2,14.66, czujnik3,41.51
czujnik1,13.47, czujnik2,14.64, czujnik3,41.38
czujnik1,13.98, czujnik2,14.32, czujnik3,42.19
czujnik1,13.47, czujnik2,14.74, czujnik3,23.42
czujnik1,13.47, czujnik2,14.64, czujnik3,41.89
czujnik1,13.47, czujnik2,14.64, czujnik3,41.77
czujnik1,13.98, czujnik2,14.64, czujnik3,25.85
czujnik1,13.88, czujnik2,14.74, czujnik3,41.51
czujnik1,13.88, czujnik2,15.10, czujnik3,41.87
czujnik1,13.88, czujnik2,15.10, czujnik3,41.77
czujnik1,13.59, czujnik2,14.64, czujnik3,41.38
czujnik1,13.47, czujnik2,14.74, czujnik3,42.30
czujnik1,13.47, czujnik2,14.64, czujnik3,41.50
czujnik1,13.91, czujnik2,14.66, czujnik3,41.36
czujnik1,13.98, czujnik2,14.66, czujnik3,41.75
czujnik1,13.47, czujnik2,14.80, czujnik3,41.89
czujnik1,13.88, czujnik2,14.64, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,21.16
czujnik1,14.00, czujnik2,14.64, czujnik3,41.77
czujnik1,13.88, czujnik2,14.80, czujnik3,41.48
czujnik1,13.88, czujnik2,14.66, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,41.36
czujnik1,13.98, czujnik2,14.69, czujnik3,41.36
czujnik1,13.47, czujnik2,15.20, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,18.25
czujnik1,13.47, czujnik2,15.15, czujnik3,41.38
czujnik1,13.57, czujnik2,14.69, czujnik3,41.38
czujnik1,13.88, czujnik2,14.80, czujnik3,41.89
czujnik1,13.47, czujnik2,14.64, czujnik3,41.46
czujnik1,13.88, czujnik2,14.69, czujnik3,41.36
czujnik1,14.00, czujnik2,14.64, czujnik3,18.23
czujnik1,13.47, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,14.69, czujnik3,41.85
czujnik1,13.47, czujnik2,14.71, czujnik3,41.39
czujnik1,13.98, czujnik2,14.64, czujnik3,41.77
czujnik1,13.47, czujnik2,14.81, czujnik3,41.48
czujnik1,13.88, czujnik2,14.69, czujnik3,41.46
czujnik1,13.88, czujnik2,14.64, czujnik3,19.81
czujnik1,13.96, czujnik2,15.10, czujnik3,18.23
czujnik1,13.89, czujnik2,14.74, czujnik3,41.87
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.88, czujnik2,14.64, czujnik3,41.39
czujnik1,13.98, czujnik2,14.32, czujnik3,41.39
czujnik1,13.47, czujnik2,15.26, czujnik3,22.57
czujnik1,13.47, czujnik2,14.69, czujnik3,41.87
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.98, czujnik2,14.63, czujnik3,41.36
czujnik1,13.89, czujnik2,14.80, czujnik3,41.89
czujnik1,13.89, czujnik2,14.68, czujnik3,41.89
czujnik1,13.88, czujnik2,15.10, czujnik3,41.38
czujnik1,13.98, czujnik2,14.64, czujnik3,41.38
czujnik1,13.88, czujnik2,14.74, czujnik3,41.48
czujnik1,13.47, czujnik2,15.10, czujnik3,41.48
czujnik1,13.47, czujnik2,14.63, czujnik3,41.36
czujnik1,13.98, czujnik2,14.69, czujnik3,42.18
czujnik1,13.88, czujnik2,14.74, czujnik3,41.89
czujnik1,13.47, czujnik2,15.12, czujnik3,41.90
czujnik1,13.47, czujnik2,14.66, czujnik3,42.60
czujnik1,13.57, czujnik2,14.66, czujnik3,41.38
czujnik1,13.88, czujnik2,14.74, czujnik3,41.89
czujnik1,13.88, czujnik2,15.10, czujnik3,42.26
czujnik1,13.88, czujnik2,14.69, czujnik3,41.38
czujnik1,13.98, czujnik2,14.69, czujnik3,41.38
czujnik1,13.47, czujnik2,15.26, czujnik3,18.69
czujnik1,13.47, czujnik2,14.69, czujnik3,41.90
czujnik1,13.88, czujnik2,14.64, czujnik3,41.75
czujnik1,13.98, czujnik2,14.69, czujnik3,19.10
czujnik1,13.47, czujnik2,14.74, czujnik3,41.89
czujnik1,13.47, czujnik2,14.64, czujnik3,41.89
czujnik1,13.88, czujnik2,15.10, czujnik3,42.19
czujnik1,13.57, czujnik2,14.64, czujnik3,41.38
czujnik1,13.47, czujnik2,14.80, czujnik3,41.87
czujnik1,13.88, czujnik2,14.68, czujnik3,41.87
czujnik1,13.47, czujnik2,14.69, czujnik3,41.77
czujnik1,13.96, czujnik2,15.10, czujnik3,41.77
czujnik1,13.89, czujnik2,14.42, czujnik3,41.46
czujnik1,13.47, czujnik2,15.10, czujnik3,20.83
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.59, czujnik2,14.69, czujnik3,41.80
czujnik1,13.47, czujnik2,14.76, czujnik3,41.85
czujnik1,13.88, czujnik2,14.69, czujnik3,41.48
czujnik1,13.88, czujnik2,14.69, czujnik3,21.14
czujnik1,13.98, czujnik2,14.69, czujnik3,41.41
czujnik1,13.88, czujnik2,14.80, czujnik3,41.50
czujnik1,13.88, czujnik2,14.64, czujnik3,41.87
czujnik1,13.47, czujnik2,14.32, czujnik3,41.75
czujnik1,13.57, czujnik2,14.64, czujnik3,22.53
czujnik1,13.88, czujnik2,15.20, czujnik3,41.48
czujnik1,13.49, czujnik2,14.64, czujnik3,41.50
czujnik1,13.47, czujnik2,14.32, czujnik3,41.34
czujnik1,13.96, czujnik2,14.69, czujnik3,41.77
czujnik1,13.88, czujnik2,14.76, czujnik3,41.92
czujnik1,13.47, czujnik2,15.10, czujnik3,41.87
czujnik1,13.47, czujnik2,14.63, czujnik3,41.77
czujnik1,13.57, czujnik2,14.69, czujnik3,41.75
czujnik1,13.47, czujnik2,14.74, czujnik3,41.46
czujnik1,13.47, czujnik2,14.66, czujnik3,41.50
czujnik1,13.88, czujnik2,14.64, czujnik3,41.39
czujnik1,13.98, czujnik2,14.64, czujnik3,42.18
czujnik1,13.88, czujnik2,14.74, czujnik3,41.48
czujnik1,13.93, czujnik2,14.69, czujnik3,41.89
czujnik1,13.88, czujnik2,14.64, czujnik3,20.75
czujnik1,13.98, czujnik2,15.12, czujnik3,41.77
czujnik1,13.88, czujnik2,14.74, czujnik3,41.46
czujnik1,13.88, czujnik2,14.66, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,14.00, czujnik2,14.64, czujnik3,41.36
czujnik1,13.47, czujnik2,15.22, czujnik3,42.65
czujnik1,13.88, czujnik2,14.64, czujnik3,41.48
czujnik1,13.47, czujnik2,14.64, czujnik3,41.75
czujnik1,13.57, czujnik2,14.69, czujnik3,42.18
czujnik1,13.47, czujnik2,14.80, czujnik3,18.23
czujnik1,13.88, czujnik2,15.10, czujnik3,41.87
czujnik1,13.88, czujnik2,14.66, czujnik3,42.18
czujnik1,13.57, czujnik2,14.69, czujnik3,21.72
czujnik1,13.88, czujnik2,14.74, czujnik3,41.51
czujnik1,13.88, czujnik2,14.69, czujnik3,41.48
czujnik1,13.47, czujnik2,14.66, czujnik3,20.73
czujnik1,13.98, czujnik2,14.64, czujnik3,41.39
czujnik1,13.88, czujnik2,15.26, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,42.30
czujnik1,13.88, czujnik2,14.32, czujnik3,22.87
czujnik1,13.57, czujnik2,14.64, czujnik3,41.39
czujnik1,13.88, czujnik2,14.81, czujnik3,23.38
czujnik1,13.47, czujnik2,14.68, czujnik3,41.85
czujnik1,13.88, czujnik2,14.69, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,42.18
czujnik1,13.88, czujnik2,14.80, czujnik3,41.87
czujnik1,13.88, czujnik2,14.32, czujnik3,42.26
czujnik1,13.88, czujnik2,14.69, czujnik3,41.77
czujnik1,13.57, czujnik2,14.64, czujnik3,41.75
czujnik1,13.88, czujnik2,15.20, czujnik3,41.50
czujnik1,13.47, czujnik2,14.66, czujnik3,41.48
czujnik1,13.47, czujnik2,14.69, czujnik3,41.77
czujnik1,13.98, czujnik2,14.69, czujnik3,41.39
czujnik1,13.93, czujnik2,15.20, czujnik3,41.85
czujnik1,13.88, czujnik2,14.69, czujnik3,41.85
czujnik1,13.47, czujnik2,14.64, czujnik3,41.41
czujnik1,13.57, czujnik2,14.69, czujnik3,24.15
czujnik1,13.47, czujnik2,15.22, czujnik3,41.48
czujnik1,13.47, czujnik2,14.71, czujnik3,41.87
czujnik1,13.47, czujnik2,14.66, czujnik3,42.21
czujnik1,13.57, czujnik2,14.64, czujnik3,27.53
czujnik1,13.88, czujnik2,14.74, czujnik3,42.30
czujnik1,13.88, czujnik2,14.64, czujnik3,41.89
czujnik1,13.88, czujnik2,14.69, czujnik3,41.38
czujnik1,13.98, czujnik2,15.10, czujnik3,41.38
czujnik1,13.47, czujnik2,15.20, czujnik3,41.48
czujnik1,13.89, czujnik2,14.69, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,42.19
czujnik1,13.57, czujnik2,14.69, czujnik3,41.75
czujnik1,13.47, czujnik2,14.74, czujnik3,41.51
czujnik1,13.47, czujnik2,15.15, czujnik3,23.40
czujnik1,13.47, czujnik2,14.69, czujnik3,41.77
czujnik1,13.57, czujnik2,14.69, czujnik3,41.36
czujnik1,13.47, czujnik2,15.20, czujnik3,41.46
czujnik1,13.93, czujnik2,14.64, czujnik3,41.46
czujnik1,13.47, czujnik2,14.64, czujnik3,20.32
czujnik1,13.57, czujnik2,14.69, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.87
czujnik1,13.93, czujnik2,14.66, czujnik3,41.85
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.57, czujnik2,14.69, czujnik3,41.77
czujnik1,13.47, czujnik2,14.74, czujnik3,42.69
czujnik1,13.47, czujnik2,15.15, czujnik3,41.50
czujnik1,13.47, czujnik2,14.64, czujnik3,41.36
czujnik1,13.98, czujnik2,14.66, czujnik3,41.36
czujnik1,13.88, czujnik2,15.27, czujnik3,41.51
czujnik1,13.86, czujnik2,14.66, czujnik3,42.28
czujnik1,13.47, czujnik2,14.64, czujnik3,41.79
czujnik1,13.57, czujnik2,15.12, czujnik3,41.36
czujnik1,13.88, czujnik2,14.74, czujnik3,41.89
czujnik1,13.47, czujnik2,15.12, czujnik3,19.52
czujnik1,13.47, czujnik2,14.64, czujnik3,41.38
czujnik1,14.00, czujnik2,15.15, czujnik3,41.79
czujnik1,13.93, czujnik2,14.76, czujnik3,41.48
czujnik1,13.88, czujnik2,15.12, czujnik3,41.50
czujnik1,13.88, czujnik2,14.66, czujnik3,41.41
czujnik1,13.98, czujnik2,14.69, czujnik3,41.75
czujnik1,13.88, czujnik2,14.76, czujnik3,41.45
czujnik1,13.47, czujnik2,14.66, czujnik3,42.33
